sig_or_ran	sig_TCP_type	database	all_prot	GS	sig_prot	hit	p-value	hit_prot_list
ran3819	pos	TSgene	14397	878	11	3	0.0032077754975626976	{'TP53', 'CREBBP', 'CDKN1A'}
ran3819	pos	uniprot(tumor_suppressor)	14397	658	11	4	7.210032708179427e-05	{'UBE2I', 'MEOX2', 'TP53', 'RELA'}
ran3819	neg	TTD	14397	464	7	2	0.0010566921447846844	{'TP53', 'CREBBP'}
ran3819	neg	uniprot(oncogene)	14397	1408	7	4	0.00015761152277368043	{'UBE2I', 'CREBBP', 'CDKN1A', 'TP53'}
ran3820	pos	TSgene	14397	878	20	7	1.2083513836385366e-05	{'VIM', 'ESR1', 'CREBBP', 'TCF4', 'ZBTB16', 'TP53', 'CDKN1A'}
ran3820	pos	uniprot(tumor_suppressor)	14397	658	20	7	1.4098631272135836e-06	{'MEOX2', 'LZTS2', 'UBE2I', 'ESR1', 'TCF4', 'TP53', 'EP300'}
ran3820	neg	TTD	14397	464	21	4	0.0004514024461686368	{'ESR1', 'TP53', 'AR', 'CREBBP'}
ran3820	neg	uniprot(oncogene)	14397	1408	21	13	4.138375596688007e-10	{'REL', 'CDKN1A', 'SMAD3', 'BRCA1', 'UBE2I', 'FHL2', 'ESR1', 'CREBBP', 'ZBTB16', 'TP53', 'AR', 'EP300', 'RELA'}
ran3821	pos	TSgene	14397	878	16	5	0.00023847285343946186	{'BRCA1', 'CREBBP', 'ZBTB16', 'TP53', 'CDKN1A'}
ran3821	pos	uniprot(tumor_suppressor)	14397	658	16	5	4.812686792820542e-05	{'MEOX2', 'SETDB1', 'BRCA1', 'UBE2I', 'TP53'}
ran3821	neg	TTD	14397	464	12	3	0.0004290293305516408	{'TP53', 'CREBBP', 'AR'}
ran3821	neg	uniprot(oncogene)	14397	1408	12	8	1.3370748245286992e-07	{'SMAD3', 'BRCA1', 'UBE2I', 'CREBBP', 'TCF4', 'TP53', 'AR', 'CDKN1A'}
ran3822	pos	TSgene	14397	878	12	4	0.00046048553772546166	{'TP53', 'VIM', 'CREBBP', 'CDKN1A'}
ran3822	pos	uniprot(tumor_suppressor)	14397	658	12	3	0.001594748263107805	{'UBE2I', 'MEOX2', 'TP53'}
ran3822	neg	TTD	14397	464	18	4	0.00020588376768659045	{'TP53', 'ESR1', 'CREBBP', 'AR'}
ran3822	neg	uniprot(oncogene)	14397	1408	18	13	1.446526918765208e-11	{'REL', 'SMAD3', 'PIN1', 'UBE2I', 'FHL2', 'ESR1', 'CREBBP', 'ZBTB16', 'TP53', 'AR', 'NCOA1', 'CDKN1A', 'RELA'}
ran3823	pos	TSgene	14397	878	18	8	3.3041272231401796e-07	{'PIAS1', 'KAT5', 'BRCA1', 'ESR1', 'CREBBP', 'ZBTB16', 'TP53', 'CDKN1A'}
ran3823	pos	uniprot(tumor_suppressor)	14397	658	18	8	2.7661789310327592e-08	{'MEOX2', 'PIAS1', 'KAT5', 'BRCA1', 'UBE2I', 'ESR1', 'PIAS2', 'TP53'}
ran3823	neg	TTD	14397	464	5	1	0.009715880486803184	{'CREBBP'}
ran3823	neg	uniprot(oncogene)	14397	1408	5	3	0.0004200823581476258	{'UBE2I', 'CREBBP', 'CDKN1A'}
ran3824	pos	TSgene	14397	878	13	4	0.0007108642055867791	{'ZBTB16', 'CREBBP', 'CDKN1A', 'TP53'}
ran3824	pos	uniprot(tumor_suppressor)	14397	658	13	4	0.0001860530279332558	{'UBE2I', 'MEOX2', 'TP53', 'LZTS2'}
ran3824	neg	TTD	14397	464	13	4	3.534875298279883e-05	{'TP53', 'ESR1', 'CREBBP', 'AR'}
ran3824	neg	uniprot(oncogene)	14397	1408	13	8	3.966267021927778e-07	{'SMAD3', 'UBE2I', 'ESR1', 'CREBBP', 'ZBTB16', 'TP53', 'AR', 'CDKN1A'}
ran3825	pos	TSgene	14397	878	13	5	5.987966913825061e-05	{'VIM', 'CREBBP', 'ZBTB16', 'TP53', 'CDKN1A'}
ran3825	pos	uniprot(tumor_suppressor)	14397	658	13	3	0.0022208350343323	{'UBE2I', 'MEOX2', 'TP53'}
ran3825	neg	TTD	14397	464	11	2	0.004523819719885822	{'TP53', 'CREBBP'}
ran3825	neg	uniprot(oncogene)	14397	1408	11	7	1.03420581005908e-06	{'REL', 'SMAD3', 'UBE2I', 'CREBBP', 'ZBTB16', 'TP53', 'CDKN1A'}
ran3826	pos	TSgene	14397	878	9	5	3.624269376003141e-06	{'ESR1', 'CREBBP', 'ZBTB16', 'TP53', 'CDKN1A'}
ran3826	pos	uniprot(tumor_suppressor)	14397	658	9	4	2.1231398437751177e-05	{'UBE2I', 'MEOX2', 'TP53', 'ESR1'}
ran3826	neg	TTD	14397	464	9	1	0.0321125086745007	{'CREBBP'}
ran3826	neg	uniprot(oncogene)	14397	1408	9	6	2.5437999178141017e-06	{'SMAD3', 'BRCA1', 'UBE2I', 'CREBBP', 'ZBTB16', 'CDKN1A'}
ran3827	pos	TSgene	14397	878	8	3	0.0007887973147813148	{'BRCA1', 'CDKN1A', 'CREBBP'}
ran3827	pos	uniprot(tumor_suppressor)	14397	658	8	4	9.80574252001356e-06	{'UBE2I', 'MEOX2', 'BRCA1', 'RELA'}
ran3827	neg	TTD	14397	464	11	2	0.004523819719885822	{'TP53', 'CREBBP'}
ran3827	neg	uniprot(oncogene)	14397	1408	11	6	1.9527523356050183e-05	{'SMAD3', 'JUN', 'UBE2I', 'CREBBP', 'TP53', 'CDKN1A'}
ran3828	pos	TSgene	14397	878	15	5	0.00015712312542694244	{'VIM', 'CREBBP', 'ZBTB16', 'TP53', 'CDKN1A'}
ran3828	pos	uniprot(tumor_suppressor)	14397	658	15	5	3.128538976451709e-05	{'MEOX2', 'MTUS2', 'LZTS2', 'UBE2I', 'TP53'}
ran3828	neg	TTD	14397	464	24	4	0.0008705888816314558	{'TP53', 'AR', 'MYC', 'CREBBP'}
ran3828	neg	uniprot(oncogene)	14397	1408	24	16	1.111217600901279e-12	{'REL', 'TRAF1', 'PIAS1', 'SMAD3', 'IKBKG', 'BRCA1', 'MYC', 'UBE2I', 'FHL2', 'CREBBP', 'ZBTB16', 'TP53', 'AR', 'NCOA1', 'CDKN1A', 'RELA'}
ran3829	pos	TSgene	14397	878	26	8	1.3621202845418053e-05	{'PIAS1', 'BRCA1', 'ESR1', 'CREBBP', 'ZBTB16', 'TP53', 'IKZF3', 'CDKN1A'}
ran3829	pos	uniprot(tumor_suppressor)	14397	658	26	10	6.899865386917397e-09	{'MEOX2', 'EGFR', 'MTUS2', 'PIAS1', 'BRCA1', 'TRAF2', 'UBE2I', 'ESR1', 'TP53', 'RELA'}
ran3829	neg	TTD	14397	464	15	1	0.08254326509651057	{'CREBBP'}
ran3829	neg	uniprot(oncogene)	14397	1408	15	7	2.8144153201692015e-05	{'REL', 'TRAF1', 'SMAD3', 'UBE2I', 'CREBBP', 'TCF4', 'CDKN1A'}
ran3830	pos	TSgene	14397	878	15	5	0.00015712312542694244	{'BRCA1', 'CREBBP', 'ZBTB16', 'TP53', 'CDKN1A'}
ran3830	pos	uniprot(tumor_suppressor)	14397	658	15	5	3.128538976451709e-05	{'MEOX2', 'BRCA1', 'TRAF2', 'UBE2I', 'TP53'}
ran3830	neg	TTD	14397	464	14	2	0.009287809186985444	{'TP53', 'CREBBP'}
ran3830	neg	uniprot(oncogene)	14397	1408	14	8	1.0137301350219763e-06	{'REL', 'PIAS1', 'SMAD3', 'UBE2I', 'CREBBP', 'TP53', 'CDKN1A', 'PIN1'}
ran3831	pos	TSgene	14397	878	15	6	1.2789078049929417e-05	{'VIM', 'CREBBP', 'TCF4', 'ZBTB16', 'TP53', 'CDKN1A'}
ran3831	pos	uniprot(tumor_suppressor)	14397	658	15	5	3.128538976451709e-05	{'MEOX2', 'UBE2I', 'TCF4', 'TP53', 'RELA'}
ran3831	neg	TTD	14397	464	21	5	3.8981371743122564e-05	{'MYC', 'ESR1', 'CREBBP', 'TP53', 'AR'}
ran3831	neg	uniprot(oncogene)	14397	1408	21	15	8.184800024720292e-13	{'REL', 'SMAD3', 'VIM', 'IKBKG', 'MYC', 'UBE2I', 'FHL2', 'ESR1', 'CREBBP', 'ZBTB16', 'TP53', 'AR', 'NCOA1', 'CDKN1A', 'RELA'}
ran3832	pos	TSgene	14397	878	18	6	5.379141172521166e-05	{'CREBBP', 'TCF4', 'ZBTB16', 'TP53', 'CDKN1A', 'PIN1'}
ran3832	pos	uniprot(tumor_suppressor)	14397	658	18	8	2.7661789310327592e-08	{'MEOX2', 'SETDB1', 'PIN1', 'TRAF2', 'UBE2I', 'TCF4', 'TP53', 'RELA'}
ran3832	neg	TTD	14397	464	12	4	2.2343864962755052e-05	{'TP53', 'CREBBP', 'EGFR', 'MYC'}
ran3832	neg	uniprot(oncogene)	14397	1408	12	9	4.2657597131755705e-09	{'EGFR', 'SMAD3', 'PIN1', 'MYC', 'UBE2I', 'CREBBP', 'TP53', 'CDKN1A', 'RELA'}
ran3833	pos	TSgene	14397	878	4	2	0.0008631113057051817	{'CREBBP', 'CDKN1A'}
ran3833	pos	uniprot(tumor_suppressor)	14397	658	4	1	0.011767482797511362	{'UBE2I'}
ran3833	neg	TTD	14397	464	10	2	0.0033700872987153644	{'TP53', 'CREBBP'}
ran3833	neg	uniprot(oncogene)	14397	1408	10	6	7.759048553974358e-06	{'REL', 'SMAD3', 'UBE2I', 'CREBBP', 'TP53', 'CDKN1A'}
ran3834	pos	TSgene	14397	878	10	3	0.002144141465523117	{'TP53', 'CDKN1A', 'PIN1'}
ran3834	pos	uniprot(tumor_suppressor)	14397	658	10	6	4.2953121886792505e-08	{'MEOX2', 'EGFR', 'TRAF2', 'UBE2I', 'TP53', 'PIN1'}
ran3834	neg	TTD	14397	464	17	3	0.0018147779142926776	{'TP53', 'CREBBP', 'AR'}
ran3834	neg	uniprot(oncogene)	14397	1408	17	11	2.8413853149246175e-09	{'TRAF1', 'SMAD3', 'VIM', 'IKBKG', 'UBE2I', 'CREBBP', 'ZBTB16', 'TP53', 'AR', 'CDKN1A', 'RELA'}
ran3835	pos	TSgene	14397	878	9	3	0.0013514416969124471	{'ZBTB16', 'CREBBP', 'CDKN1A'}
ran3835	pos	uniprot(tumor_suppressor)	14397	658	9	2	0.006490818100938526	{'UBE2I', 'MEOX2'}
ran3835	neg	TTD	14397	464	14	2	0.009287809186985444	{'TP53', 'CREBBP'}
ran3835	neg	uniprot(oncogene)	14397	1408	14	9	5.3791461742633986e-08	{'REL', 'SMAD3', 'UBE2I', 'FHL2', 'CREBBP', 'ZBTB16', 'TP53', 'CDKN1A', 'RELA'}
ran3836	pos	TSgene	14397	878	14	5	9.938950648043422e-05	{'BRCA1', 'CREBBP', 'TP53', 'CDKN1A', 'PIN1'}
ran3836	pos	uniprot(tumor_suppressor)	14397	658	14	6	1.0456608327098663e-06	{'MEOX2', 'BRCA1', 'TRAF2', 'UBE2I', 'TP53', 'PIN1'}
ran3836	neg	TTD	14397	464	12	2	0.005888749849534875	{'TP53', 'EGFR'}
ran3836	neg	uniprot(oncogene)	14397	1408	12	8	1.3370748245286992e-07	{'REL', 'TRAF1', 'EGFR', 'SMAD3', 'UBE2I', 'ZBTB16', 'TP53', 'CDKN1A'}
ran3837	pos	TSgene	14397	878	19	6	8.070219974446874e-05	{'BRCA1', 'CREBBP', 'ZBTB16', 'TP53', 'CDKN1A', 'PIN1'}
ran3837	pos	uniprot(tumor_suppressor)	14397	658	19	7	8.811116185772667e-07	{'MEOX2', 'MTUS2', 'BRCA1', 'TRAF2', 'UBE2I', 'TP53', 'PIN1'}
ran3837	neg	TTD	14397	464	12	4	2.2343864962755052e-05	{'TP53', 'CREBBP', 'AR', 'MYC'}
ran3837	neg	uniprot(oncogene)	14397	1408	12	9	4.2657597131755705e-09	{'SMAD3', 'BRCA1', 'MYC', 'UBE2I', 'CREBBP', 'TP53', 'AR', 'CDKN1A', 'RELA'}
ran3838	pos	TSgene	14397	878	14	6	7.199886015215958e-06	{'BRCA1', 'CREBBP', 'ZBTB16', 'TP53', 'CDKN1A', 'PIN1'}
ran3838	pos	uniprot(tumor_suppressor)	14397	658	14	6	1.0456608327098663e-06	{'MEOX2', 'DAXX', 'BRCA1', 'UBE2I', 'TP53', 'PIN1'}
ran3838	neg	TTD	14397	464	18	3	0.00227446195616126	{'TP53', 'CREBBP', 'AR'}
ran3838	neg	uniprot(oncogene)	14397	1408	18	11	7.762605285561804e-09	{'REL', 'SMAD3', 'VIM', 'UBE2I', 'CREBBP', 'TCF4', 'ZBTB16', 'TP53', 'AR', 'CDKN1A', 'RELA'}
ran3839	pos	TSgene	14397	878	11	5	1.7924205468946978e-05	{'CREBBP', 'ZBTB16', 'TP53', 'CDKN1A', 'PIN1'}
ran3839	pos	uniprot(tumor_suppressor)	14397	658	11	4	7.210032708179427e-05	{'UBE2I', 'MEOX2', 'TP53', 'PIN1'}
ran3839	neg	TTD	14397	464	13	3	0.0006039984761435359	{'TP53', 'CREBBP', 'AR'}
ran3839	neg	uniprot(oncogene)	14397	1408	13	8	3.966267021927778e-07	{'SMAD3', 'UBE2I', 'FHL2', 'CREBBP', 'ZBTB16', 'TP53', 'AR', 'CDKN1A'}
ran3840	pos	TSgene	14397	878	20	7	1.2083513836385366e-05	{'VIM', 'BRCA1', 'CREBBP', 'TCF4', 'ZBTB16', 'TP53', 'CDKN1A'}
ran3840	pos	uniprot(tumor_suppressor)	14397	658	20	7	1.4098631272135836e-06	{'MEOX2', 'LZTS2', 'BRCA1', 'UBE2I', 'TCF4', 'TP53', 'RELA'}
ran3840	neg	TTD	14397	464	12	2	0.005888749849534875	{'TP53', 'CREBBP'}
ran3840	neg	uniprot(oncogene)	14397	1408	12	7	2.8352024652232947e-06	{'REL', 'SMAD3', 'UBE2I', 'CREBBP', 'TP53', 'CDKN1A', 'RELA'}
ran3841	pos	TSgene	14397	878	12	5	3.399682993710784e-05	{'CREBBP', 'ZBTB16', 'TP53', 'CDKN1A', 'PIN1'}
ran3841	pos	uniprot(tumor_suppressor)	14397	658	12	4	0.0001189576464024374	{'UBE2I', 'MEOX2', 'TP53', 'PIN1'}
ran3841	neg	TTD	14397	464	13	2	0.007474175261657429	{'TP53', 'CREBBP'}
ran3841	neg	uniprot(oncogene)	14397	1408	13	10	4.891388556744041e-10	{'REL', 'PIAS1', 'SMAD3', 'UBE2I', 'CREBBP', 'TCF4', 'TP53', 'NCOA1', 'CDKN1A', 'RELA'}
ran3842	pos	TSgene	14397	878	12	4	0.00046048553772546166	{'ZBTB16', 'BRCA1', 'CDKN1A', 'CREBBP'}
ran3842	pos	uniprot(tumor_suppressor)	14397	658	12	3	0.001594748263107805	{'UBE2I', 'MEOX2', 'BRCA1'}
ran3842	neg	TTD	14397	464	16	2	0.013623325995267884	{'ESR1', 'TP53'}
ran3842	neg	uniprot(oncogene)	14397	1408	16	9	3.578994777661377e-07	{'PIAS1', 'SMAD3', 'BRCA1', 'UBE2I', 'ESR1', 'ZBTB16', 'TP53', 'CDKN1A', 'RELA'}
ran3843	pos	TSgene	14397	878	13	6	3.800184203118752e-06	{'BRCA1', 'ESR1', 'CREBBP', 'ZBTB16', 'TP53', 'CDKN1A'}
ran3843	pos	uniprot(tumor_suppressor)	14397	658	13	5	1.1605035950199785e-05	{'MEOX2', 'BRCA1', 'UBE2I', 'ESR1', 'TP53'}
ran3843	neg	TTD	14397	464	19	3	0.0028084358496072263	{'ESR1', 'TP53', 'CREBBP'}
ran3843	neg	uniprot(oncogene)	14397	1408	19	13	5.000338270118352e-11	{'REL', 'TRAF1', 'CDKN1A', 'SMAD3', 'PIN1', 'BRCA1', 'UBE2I', 'ESR1', 'CREBBP', 'ZBTB16', 'TP53', 'EP300', 'RELA'}
ran3844	pos	TSgene	14397	878	15	9	1.5360842101053725e-09	{'VIM', 'BRCA1', 'ESR1', 'CREBBP', 'TCF4', 'ZBTB16', 'TP53', 'CDKN1A', 'PIN1'}
ran3844	pos	uniprot(tumor_suppressor)	14397	658	15	8	3.2234523739186826e-09	{'MEOX2', 'PIN1', 'BRCA1', 'UBE2I', 'ESR1', 'TCF4', 'TP53', 'RELA'}
ran3844	neg	TTD	14397	464	29	5	0.00027413244816854965	{'EGFR', 'ESR1', 'CREBBP', 'TP53', 'AR'}
ran3844	neg	uniprot(oncogene)	14397	1408	29	17	7.309808247487005e-12	{'REL', 'TRAF1', 'EGFR', 'CDKN1A', 'SMAD3', 'VIM', 'IKBKG', 'BRCA1', 'UBE2I', 'FHL2', 'ESR1', 'CREBBP', 'ZBTB16', 'TP53', 'AR', 'EP300', 'RELA'}
ran3845	pos	TSgene	14397	878	14	6	7.199886015215958e-06	{'BRCA1', 'CREBBP', 'TCF4', 'ZBTB16', 'TP53', 'CDKN1A'}
ran3845	pos	uniprot(tumor_suppressor)	14397	658	14	6	1.0456608327098663e-06	{'MEOX2', 'MTUS2', 'BRCA1', 'UBE2I', 'TCF4', 'TP53'}
ran3845	neg	TTD	14397	464	15	3	0.0010954580068114688	{'TP53', 'ESR1', 'CREBBP'}
ran3845	neg	uniprot(oncogene)	14397	1408	15	10	7.10599264951663e-09	{'SMAD3', 'BRCA1', 'UBE2I', 'FHL2', 'ESR1', 'CREBBP', 'TP53', 'NCOA1', 'CDKN1A', 'RELA'}
ran3846	pos	TSgene	14397	878	18	5	0.0004975416651057058	{'BRCA1', 'CREBBP', 'TCF4', 'TP53', 'CDKN1A'}
ran3846	pos	uniprot(tumor_suppressor)	14397	658	18	9	1.1668297992347737e-09	{'MEOX2', 'EGFR', 'MTUS2', 'BRCA1', 'TRAF2', 'UBE2I', 'TCF4', 'TP53', 'RELA'}
ran3846	neg	TTD	14397	464	23	4	0.0007077695217116867	{'ESR1', 'TP53', 'AR', 'CREBBP'}
ran3846	neg	uniprot(oncogene)	14397	1408	23	15	8.14854829360341e-12	{'REL', 'TRAF1', 'SMAD3', 'VIM', 'PIN1', 'UBE2I', 'FHL2', 'ESR1', 'CREBBP', 'TCF4', 'ZBTB16', 'TP53', 'AR', 'CDKN1A', 'RELA'}
ran3847	pos	TSgene	14397	878	24	8	6.367759478951507e-06	{'VIM', 'BRCA1', 'TSG101', 'CREBBP', 'TCF4', 'ZBTB16', 'TP53', 'CDKN1A'}
ran3847	pos	uniprot(tumor_suppressor)	14397	658	24	8	5.807622726131672e-07	{'MEOX2', 'MTUS2', 'SETDB1', 'BRCA1', 'UBE2I', 'TCF4', 'TP53', 'RELA'}
ran3847	neg	TTD	14397	464	14	2	0.009287809186985444	{'TP53', 'CREBBP'}
ran3847	neg	uniprot(oncogene)	14397	1408	14	7	1.4367848421316119e-05	{'REL', 'PIAS1', 'SMAD3', 'UBE2I', 'CREBBP', 'TP53', 'CDKN1A'}
ran3848	pos	TSgene	14397	878	20	7	1.2083513836385366e-05	{'PIAS1', 'KAT5', 'CREBBP', 'ZBTB16', 'TP53', 'CDKN1A', 'PIN1'}
ran3848	pos	uniprot(tumor_suppressor)	14397	658	20	9	4.532413057987958e-09	{'MEOX2', 'EGFR', 'MTUS2', 'PIAS1', 'KAT5', 'PIN1', 'UBE2I', 'TP53', 'RELA'}
ran3848	neg	TTD	14397	464	7	0	0.204963029501301	set()
ran3848	neg	uniprot(oncogene)	14397	1408	7	5	5.559452618100671e-06	{'SMAD3', 'DAXX', 'UBE2I', 'CDKN1A', 'RELA'}
ran3849	pos	TSgene	14397	878	19	7	7.658632261603712e-06	{'VIM', 'BRCA1', 'CREBBP', 'TCF4', 'ZBTB16', 'TP53', 'CDKN1A'}
ran3849	pos	uniprot(tumor_suppressor)	14397	658	19	9	2.3626868631540735e-09	{'MEOX2', 'MTUS2', 'SETDB1', 'BRCA1', 'TRAF2', 'UBE2I', 'TCF4', 'TP53', 'RELA'}
ran3849	neg	TTD	14397	464	10	3	0.0001916204798897136	{'TP53', 'CREBBP', 'AR'}
ran3849	neg	uniprot(oncogene)	14397	1408	10	7	3.086933594014873e-07	{'SMAD3', 'UBE2I', 'CREBBP', 'TCF4', 'TP53', 'AR', 'CDKN1A'}
ran3850	pos	TSgene	14397	878	16	4	0.0020694897865619166	{'TP53', 'BRCA1', 'CDKN1A', 'CREBBP'}
ran3850	pos	uniprot(tumor_suppressor)	14397	658	16	7	1.695716697305559e-07	{'MEOX2', 'MTUS2', 'DAXX', 'BRCA1', 'UBE2I', 'TP53', 'RELA'}
ran3850	neg	TTD	14397	464	8	1	0.025513406137052844	{'CREBBP'}
ran3850	neg	uniprot(oncogene)	14397	1408	8	5	2.038426529621829e-05	{'REL', 'SMAD3', 'UBE2I', 'CREBBP', 'CDKN1A'}
ran3851	pos	TSgene	14397	878	8	2	0.01004124304618107	{'CREBBP', 'CDKN1A'}
ran3851	pos	uniprot(tumor_suppressor)	14397	658	8	2	0.004478262947036506	{'UBE2I', 'MEOX2'}
ran3851	neg	TTD	14397	464	13	2	0.007474175261657429	{'TP53', 'CREBBP'}
ran3851	neg	uniprot(oncogene)	14397	1408	13	7	6.736923686146545e-06	{'REL', 'SMAD3', 'UBE2I', 'FHL2', 'CREBBP', 'TP53', 'CDKN1A'}
ran3852	pos	TSgene	14397	878	18	7	4.683976434745225e-06	{'VIM', 'ESR1', 'CREBBP', 'TCF4', 'ZBTB16', 'TP53', 'CDKN1A'}
ran3852	pos	uniprot(tumor_suppressor)	14397	658	18	6	8.256701422693472e-06	{'MEOX2', 'MTUS2', 'UBE2I', 'ESR1', 'TCF4', 'TP53'}
ran3852	neg	TTD	14397	464	32	3	0.01875436349956837	{'TP53', 'AR', 'CREBBP'}
ran3852	neg	uniprot(oncogene)	14397	1408	32	17	7.473200957400053e-11	{'REL', 'TRAF1', 'PIAS1', 'LZTS2', 'SMAD3', 'KAT5', 'VIM', 'BRCA1', 'UBE2I', 'FHL2', 'CREBBP', 'TCF4', 'ZBTB16', 'TP53', 'AR', 'CDKN1A', 'RELA'}
ran3853	pos	TSgene	14397	878	21	8	1.6907205853914893e-06	{'KAT5', 'VIM', 'BRCA1', 'CREBBP', 'TCF4', 'ZBTB16', 'TP53', 'CDKN1A'}
ran3853	pos	uniprot(tumor_suppressor)	14397	658	21	9	8.299562725588364e-09	{'MEOX2', 'MTUS2', 'KAT5', 'BRCA1', 'TRAF2', 'UBE2I', 'TCF4', 'TP53', 'RELA'}
ran3853	neg	TTD	14397	464	10	3	0.0001916204798897136	{'TP53', 'CREBBP', 'AR'}
ran3853	neg	uniprot(oncogene)	14397	1408	10	7	3.086933594014873e-07	{'SMAD3', 'UBE2I', 'CREBBP', 'ZBTB16', 'TP53', 'AR', 'CDKN1A'}
ran3854	pos	TSgene	14397	878	14	4	0.0010505723717795423	{'ZBTB16', 'CREBBP', 'CDKN1A', 'TP53'}
ran3854	pos	uniprot(tumor_suppressor)	14397	658	14	4	0.00027856883940931076	{'UBE2I', 'MEOX2', 'TP53', 'MTUS2'}
ran3854	neg	TTD	14397	464	16	2	0.013623325995267884	{'TP53', 'CREBBP'}
ran3854	neg	uniprot(oncogene)	14397	1408	16	8	4.828030357560806e-06	{'SMAD3', 'UBE2I', 'FHL2', 'CREBBP', 'ZBTB16', 'TP53', 'CDKN1A', 'PIN1'}
ran3855	pos	TSgene	14397	878	16	4	0.0020694897865619166	{'ZBTB16', 'CREBBP', 'CDKN1A', 'TP53'}
ran3855	pos	uniprot(tumor_suppressor)	14397	658	16	4	0.0005631576989051418	{'UBE2I', 'MEOX2', 'TP53', 'MTUS2'}
ran3855	neg	TTD	14397	464	11	3	0.00029346750870189425	{'TP53', 'CREBBP', 'AR'}
ran3855	neg	uniprot(oncogene)	14397	1408	11	8	3.6626190399533504e-08	{'REL', 'SMAD3', 'UBE2I', 'CREBBP', 'TP53', 'AR', 'CDKN1A', 'RELA'}
ran3856	pos	TSgene	14397	878	11	4	0.0002827819094862583	{'TP53', 'BRCA1', 'CDKN1A', 'CREBBP'}
ran3856	pos	uniprot(tumor_suppressor)	14397	658	11	4	7.210032708179427e-05	{'UBE2I', 'MEOX2', 'BRCA1', 'TP53'}
ran3856	neg	TTD	14397	464	20	3	0.003422243074008911	{'TP53', 'AR', 'CREBBP'}
ran3856	neg	uniprot(oncogene)	14397	1408	20	11	4.369052284353531e-08	{'REL', 'TRAF1', 'SMAD3', 'VIM', 'UBE2I', 'CREBBP', 'ZBTB16', 'TP53', 'AR', 'CDKN1A', 'RELA'}
ran3857	pos	TSgene	14397	878	17	4	0.0027861001502098243	{'TP53', 'CREBBP', 'CDKN1A', 'PIN1'}
ran3857	pos	uniprot(tumor_suppressor)	14397	658	17	5	7.15129420977669e-05	{'MEOX2', 'TRAF2', 'UBE2I', 'TP53', 'PIN1'}
ran3857	neg	TTD	14397	464	6	1	0.014264514572918125	{'CREBBP'}
ran3857	neg	uniprot(oncogene)	14397	1408	6	4	4.900290123183734e-05	{'SMAD3', 'CREBBP', 'CDKN1A', 'UBE2I'}
ran3858	pos	TSgene	14397	878	12	5	3.399682993710784e-05	{'ESR1', 'CREBBP', 'ZBTB16', 'TP53', 'CDKN1A'}
ran3858	pos	uniprot(tumor_suppressor)	14397	658	12	4	0.0001189576464024374	{'UBE2I', 'MEOX2', 'TP53', 'ESR1'}
ran3858	neg	TTD	14397	464	10	2	0.0033700872987153644	{'TP53', 'CREBBP'}
ran3858	neg	uniprot(oncogene)	14397	1408	10	6	7.759048553974358e-06	{'SMAD3', 'UBE2I', 'CREBBP', 'ZBTB16', 'TP53', 'CDKN1A'}
ran3859	pos	TSgene	14397	878	16	5	0.00023847285343946186	{'VIM', 'BRCA1', 'CREBBP', 'TP53', 'CDKN1A'}
ran3859	pos	uniprot(tumor_suppressor)	14397	658	16	5	4.812686792820542e-05	{'MEOX2', 'BRCA1', 'UBE2I', 'TP53', 'RELA'}
ran3859	neg	TTD	14397	464	11	1	0.04702573497287245	{'CREBBP'}
ran3859	neg	uniprot(oncogene)	14397	1408	11	5	0.0002593206900235894	{'REL', 'SMAD3', 'UBE2I', 'CREBBP', 'CDKN1A'}
ran3860	pos	TSgene	14397	878	20	6	0.00011765072292821157	{'VIM', 'BRCA1', 'CREBBP', 'TCF4', 'TP53', 'CDKN1A'}
ran3860	pos	uniprot(tumor_suppressor)	14397	658	20	7	1.4098631272135836e-06	{'MEOX2', 'MTUS2', 'BRCA1', 'TRAF2', 'UBE2I', 'TCF4', 'TP53'}
ran3860	neg	TTD	14397	464	11	2	0.004523819719885822	{'TP53', 'CREBBP'}
ran3860	neg	uniprot(oncogene)	14397	1408	11	6	1.9527523356050183e-05	{'SMAD3', 'UBE2I', 'CREBBP', 'ZBTB16', 'TP53', 'CDKN1A'}
ran3861	pos	TSgene	14397	878	9	5	3.624269376003141e-06	{'PIAS1', 'CREBBP', 'ZBTB16', 'TP53', 'CDKN1A'}
ran3861	pos	uniprot(tumor_suppressor)	14397	658	9	4	2.1231398437751177e-05	{'UBE2I', 'MEOX2', 'TP53', 'PIAS1'}
ran3861	neg	TTD	14397	464	11	2	0.004523819719885822	{'TP53', 'CREBBP'}
ran3861	neg	uniprot(oncogene)	14397	1408	11	6	1.9527523356050183e-05	{'REL', 'SMAD3', 'UBE2I', 'CREBBP', 'TP53', 'CDKN1A'}
ran3862	pos	TSgene	14397	878	11	5	1.7924205468946978e-05	{'VIM', 'BRCA1', 'CREBBP', 'TP53', 'CDKN1A'}
ran3862	pos	uniprot(tumor_suppressor)	14397	658	11	4	7.210032708179427e-05	{'UBE2I', 'MEOX2', 'BRCA1', 'TP53'}
ran3862	neg	TTD	14397	464	10	2	0.0033700872987153644	{'CREBBP', 'AR'}
ran3862	neg	uniprot(oncogene)	14397	1408	10	7	3.086933594014873e-07	{'SMAD3', 'BRCA1', 'UBE2I', 'CREBBP', 'AR', 'NCOA1', 'CDKN1A'}
